release_date,title,character
"July 10, 1990",Mighty Thor Vol 1 422,Thor Odinson (Earth-616)
"July 24, 1990",Amazing Spider-Man Vol 1 339,Thor Odinson (Earth-616)
"July 17, 1990",Thor Annual Vol 1 15,Thor Odinson (Earth-616)
"July 24, 1990",Spectacular Spider-Man Vol 1 168,Thor Odinson (Earth-616)
"July 24, 1990",Mighty Thor Vol 1 423,Thor Odinson (Earth-616)
"July 31, 1990",Avengers Annual Vol 1 19,Thor Odinson (Earth-616)
"July 31, 1990","Doctor Strange, Sorcerer Supreme Vol 1 21",Thor Odinson (Earth-616)
"August 14, 1990",Avengers Spotlight Vol 1 37,Thor Odinson (Earth-616)
"August 14, 1990",Mighty Thor Vol 1 424,Thor Odinson (Earth-616)
"August 28, 1990",Mighty Thor Vol 1 425,Thor Odinson (Earth-616)
"August 28, 1990",Spectacular Spider-Man Vol 1 169,Thor Odinson (Earth-616)
"September 4, 1990",Avengers West Coast Vol 1 64,Thor Odinson (Earth-616)
"September 18, 1990",Avengers Vol 1 326,Thor Odinson (Earth-616)
"September 18, 1990",Marvel Comics Presents Vol 1 63,Thor Odinson (Earth-616)
"September 25, 1990","Doctor Strange, Sorcerer Supreme Vol 1 23",Thor Odinson (Earth-616)
"September 25, 1990",Mighty Thor Vol 1 426,Thor Odinson (Earth-616)
"September 25, 1990",Spectacular Spider-Man Vol 1 170,Thor Odinson (Earth-616)
"October 16, 1990",Avengers Vol 1 327,Thor Odinson (Earth-616)
"October 16, 1990",Silver Surfer Vol 3 44,Thor Odinson (Earth-616)
"October 23, 1990",Mighty Thor Vol 1 427,Thor Odinson (Earth-616)
"October 24, 1990",Fantastic Four Vol 1 347,Thor Odinson (Earth-616)
"November 20, 1990",Avengers Vol 1 328,Thor Odinson (Earth-616)
"November 27, 1990",Mighty Thor Vol 1 428,Thor Odinson (Earth-616)
"January 15, 1991",Marvel Illustrated: The Swimsuit Issue Vol 1 1,Thor Odinson (Earth-616)
"January 22, 1991",Avengers: The Korvac Saga TPB Vol 1 1,Thor Odinson (Earth-616)
"December 18, 1990",Avengers Vol 1 329,Thor Odinson (Earth-616)
"December 25, 1990",Mighty Thor Vol 1 429,Thor Odinson (Earth-616)
"January 1, 1991",Captain America Vol 1 383,Thor Odinson (Earth-616)
"January 1, 1991","Namor, the Sub-Mariner Vol 1 12",Thor Odinson (Earth-616)
"January 1, 1991",Sensational She-Hulk Vol 1 25,Thor Odinson (Earth-616)
"January 15, 1991",Avengers Vol 1 330,Thor Odinson (Earth-616)
"January 22, 1991",Mighty Thor Vol 1 430,Thor Odinson (Earth-616)
"February 5, 1991",Avengers West Coast Vol 1 69,Thor Odinson (Earth-616)
"February 5, 1991",Captain America Vol 1 384,Thor Odinson (Earth-616)
"February 5, 1991","Namor, the Sub-Mariner Vol 1 13",Thor Odinson (Earth-616)
"February 5, 1991",Web of Spider-Man Vol 1 75,Thor Odinson (Earth-616)
"February 19, 1991",Avengers Vol 1 331,Thor Odinson (Earth-616)
"February 19, 1991",Marvel Super-Heroes Vol 2 5,Thor Odinson (Earth-616)
"February 26, 1991",Mighty Thor Vol 1 431,Thor Odinson (Earth-616)
"March 26, 1991",Mighty Thor Vol 1 432,Thor Odinson (Earth-616)
"April 16, 1991",Captain America Annual Vol 1 10,Thor Odinson (Earth-616)
"April 9, 1991",Amazing Spider-Man Vol 1 348,Thor Odinson (Earth-616)
"July 9, 1991",Avengers Annual Vol 1 20,Thor Odinson (Earth-616)
"July 23, 1991","Namor, the Sub-Mariner Annual Vol 1 1",Thor Odinson (Earth-616)
"May 28, 1991","Doctor Strange, Sorcerer Supreme Vol 1 31",Thor Odinson (Earth-616)
"June 4, 1991",Sensational She-Hulk Vol 1 30,Thor Odinson (Earth-616)
"June 18, 1991","Nick Fury, Agent of S.H.I.E.L.D. Vol 3 26",Thor Odinson (Earth-616)
"June 25, 1991","Doctor Strange, Sorcerer Supreme Vol 1 32",Thor Odinson (Earth-616)
"June 4, 1991",Damage Control Vol 3 4,Thor Odinson (Earth-616)
"July 30, 1991","Doctor Strange, Sorcerer Supreme Vol 1 33",Thor Odinson (Earth-616)
"August 27, 1991",Marvel Fanfare Vol 1 59,Thor Odinson (Earth-616)
"September 24, 1991","Doctor Strange, Sorcerer Supreme Vol 1 35",Thor Odinson (Earth-616)
"November 19, 1991",Marvel Holiday Special Vol 1 1991,Thor Odinson (Earth-616)
"December 3, 1991",Excalibur Air Apparent Vol 1 1,Thor Odinson (Earth-616)
"January 21, 1992",What If...? Vol 1 35,Thor Odinson (Earth-616)
"February 11, 1992",Marvel Super-Heroes Vol 2 9,Thor Odinson (Earth-616)
"February 11, 1992",Quasar Vol 1 33,Thor Odinson (Earth-616)
"February 18, 1992",What If...? Vol 1 36,Thor Odinson (Earth-616)
"June 23, 1992",Marvel Swimsuit Special Vol 1 1,Thor Odinson (Earth-616)
"May 5, 1992",Avengers West Coast Vol 1 84,Thor Odinson (Earth-616)
"May 19, 1992",What If...? Vol 1 39,Thor Odinson (Earth-616)
"May 12, 1992",Marvel Super-Heroes Vol 2 10,Thor Odinson (Earth-616)
"June 9, 1992",Marvel Comics Presents Vol 1 108,Thor Odinson (Earth-616)
"June 30, 1992",Deathlok Annual Vol 1 1,Thor Odinson (Earth-616)
"July 21, 1992",Marvel Age Vol 1 116,Thor Odinson (Earth-616)
"July 21, 1992",Fantastic Four Annual Vol 1 25,Thor Odinson (Earth-616)
"July 14, 1992",Thor Annual Vol 1 17,Thor Odinson (Earth-616)
"July 28, 1992",Avengers Annual Vol 1 21,Thor Odinson (Earth-616)
"August 4, 1992",Sensational She-Hulk Vol 1 44,Thor Odinson (Earth-616)
"August 11, 1992",Quasar Vol 1 39,Thor Odinson (Earth-616)
"September 8, 1992",Blood and Glory Vol 1 2,Thor Odinson (Earth-616)
"October 20, 1992",Warlock and the Infinity Watch Vol 1 11,Thor Odinson (Earth-616)
"November 24, 1992",Iron Man Vol 1 288,Thor Odinson (Earth-616)
"November 10, 1992",Mighty Thor Vol 1 457,Thor Odinson (Earth-616)
"November 24, 1992",Mighty Thor Vol 1 458,Thor Odinson (Earth-616)
"December 29, 1992",Mighty Thor Vol 1 459,Thor Odinson (Earth-616)
"February 23, 1993",Mighty Thor Vol 1 461,Thor Odinson (Earth-616)
"January 26, 1993",Mighty Thor Vol 1 460,Thor Odinson (Earth-616)
"March 30, 1993",Mighty Thor Vol 1 462,Thor Odinson (Earth-616)
"April 27, 1993",Infinity Crusade Vol 1 1,Thor Odinson (Earth-616)
"April 27, 1993",Mighty Thor Vol 1 463,Thor Odinson (Earth-616)
"May 25, 1993","Doctor Strange, Sorcerer Supreme Vol 1 55",Thor Odinson (Earth-616)
"May 25, 1993",Infinity Crusade Vol 1 2,Thor Odinson (Earth-616)
"May 25, 1993",Mighty Thor Vol 1 464,Thor Odinson (Earth-616)
"June 8, 1993",Thor Annual Vol 1 18,Thor Odinson (Earth-616)
"June 22, 1993",Infinity Crusade Vol 1 3,Thor Odinson (Earth-616)
"June 29, 1993","Doctor Strange, Sorcerer Supreme Vol 1 56",Thor Odinson (Earth-616)
"June 29, 1993",Mighty Thor Vol 1 465,Thor Odinson (Earth-616)
"July 6, 1993",Web of Spider-Man Vol 1 104,Thor Odinson (Earth-616)
"July 20, 1993",Fantastic Four Unlimited Vol 1 3,Thor Odinson (Earth-616)
"July 20, 1993",Warlock and the Infinity Watch Vol 1 20,Thor Odinson (Earth-616)
"July 27, 1993",Avengers: The Terminatrix Objective Vol 1 1,Thor Odinson (Earth-616)
"July 27, 1993",Mighty Thor Vol 1 466,Thor Odinson (Earth-616)
"July 27, 1993",Infinity Crusade Vol 1 4,Thor Odinson (Earth-616)
"August 3, 1993",Web of Spider-Man Vol 1 105,Thor Odinson (Earth-616)
"August 10, 1993",Marvel Super-Heroes Vol 2 15,Thor Odinson (Earth-616)
"August 17, 1993",Warlock and the Infinity Watch Vol 1 21,Thor Odinson (Earth-616)
"August 24, 1993",Avengers: The Terminatrix Objective Vol 1 2,Thor Odinson (Earth-616)
"August 24, 1993",Infinity Crusade Vol 1 5,Thor Odinson (Earth-616)
"August 31, 1993",Mighty Thor Vol 1 467,Thor Odinson (Earth-616)
"September 7, 1993",Thor Corps Vol 1 3,Thor Odinson (Earth-616)
"September 7, 1993",Web of Spider-Man Vol 1 106,Thor Odinson (Earth-616)
"September 28, 1993",Avengers: The Terminatrix Objective Vol 1 3,Thor Odinson (Earth-616)
"September 28, 1993",Infinity Crusade Vol 1 6,Thor Odinson (Earth-616)
"September 28, 1993",Mighty Thor Vol 1 468,Thor Odinson (Earth-616)
"September 28, 1993",Silver Surfer Vol 3 86,Thor Odinson (Earth-616)
"October 5, 1993",Thor Corps Vol 1 4,Thor Odinson (Earth-616)
"October 5, 1993",Warlock Chronicles Vol 1 6,Thor Odinson (Earth-616)
"October 12, 1993",Alpha Flight Vol 1 127,Thor Odinson (Earth-616)
"October 19, 1993",Warlock and the Infinity Watch Vol 1 23,Thor Odinson (Earth-616)
"October 26, 1993",Avengers: The Terminatrix Objective Vol 1 4,Thor Odinson (Earth-616)
"October 26, 1993",Marc Spector: Moon Knight Vol 1 57,Thor Odinson (Earth-616)
"October 26, 1993",Mighty Thor Vol 1 469,Thor Odinson (Earth-616)
"October 26, 1993",Silver Surfer Vol 3 87,Thor Odinson (Earth-616)
"November 2, 1993",Warlock Chronicles Vol 1 7,Thor Odinson (Earth-616)
"November 9, 1993",Quasar Vol 1 54,Thor Odinson (Earth-616)
"November 16, 1993",Marvel Age Vol 1 132,Thor Odinson (Earth-616)
"November 23, 1993",Avengers: Strikefile Vol 1 1,Thor Odinson (Earth-616)
"November 30, 1993",Mighty Thor Vol 1 470,Thor Odinson (Earth-616)
"June 21, 1994",Marvel Swimsuit Special Vol 1 3,Thor Odinson (Earth-616)
"November 30, 1993",Silver Surfer Vol 3 88,Thor Odinson (Earth-616)
"December 7, 1993",Warlock Chronicles Vol 1 8,Thor Odinson (Earth-616)
"December 14, 1993",Marvels Vol 1 2,Thor Odinson (Earth-616)
"December 21, 1993",Warlock and the Infinity Watch Vol 1 25,Thor Odinson (Earth-616)
"December 28, 1993",Mighty Thor Vol 1 471,Thor Odinson (Earth-616)
"January 25, 1994",Mighty Thor Vol 1 472,Thor Odinson (Earth-616)
"February 22, 1994",Mighty Thor Vol 1 473,Thor Odinson (Earth-616)
"March 22, 1994",Marvels Vol 1 4,Thor Odinson (Earth-616)
"March 29, 1994",Mighty Thor Vol 1 474,Thor Odinson (Earth-616)
"April 26, 1994",Mighty Thor Vol 1 475,Thor Odinson (Earth-616)
"June 21, 1994",Thor Annual Vol 1 19,Thor Odinson (Earth-616)
"May 31, 1994",Mighty Thor Vol 1 476,Thor Odinson (Earth-616)
"May 31, 1994",Thunderstrike Vol 1 10,Thor Odinson (Earth-616)
"June 14, 1994",Incredible Hulk Annual Vol 1 20,Thor Odinson (Earth-616)
"June 28, 1994",Mighty Thor Vol 1 477,Thor Odinson (Earth-616)
"July 26, 1994",Mighty Thor Vol 1 478,Thor Odinson (Earth-616)
"August 30, 1994",Mighty Thor Vol 1 479,Thor Odinson (Earth-616)
"September 27, 1994",Mighty Thor Vol 1 480,Thor Odinson (Earth-616)
"September 27, 1994",Thunderstrike Vol 1 14,Thor Odinson (Earth-616)
"October 25, 1994",Mighty Thor Vol 1 481,Thor Odinson (Earth-616)
"October 25, 1994",Thunderstrike Vol 1 15,Thor Odinson (Earth-616)
"December 1, 1994",Giant Size Warstrike Vol 1 1,Thor Odinson (Earth-616)
"November 29, 1994",Mighty Thor Vol 1 482,Thor Odinson (Earth-616)
"January 26, 1995",Godwheel Vol 1 1,Thor Odinson (Earth-616)
"December 27, 1994",Mighty Thor Vol 1 483,Thor Odinson (Earth-616)
"March 2, 1995",Godwheel Vol 1 3,Thor Odinson (Earth-616)
"January 17, 1995",Fantastic Four Unlimited Vol 1 9,Thor Odinson (Earth-616)
"January 31, 1995",Mighty Thor Vol 1 484,Thor Odinson (Earth-616)
"February 7, 1995",Force Works Vol 1 10,Thor Odinson (Earth-616)
"February 28, 1995",Mighty Thor Vol 1 485,Thor Odinson (Earth-616)
"April 27, 1995",Rune/Silver Surfer Vol 1 1,Thor Odinson (Earth-616)
"March 28, 1995",Mighty Thor Vol 1 486,Thor Odinson (Earth-616)
"March 28, 1995",Fantastic Four Vol 1 400,Thor Odinson (Earth-616)
"March 28, 1995",Thunderstrike Vol 1 20,Thor Odinson (Earth-616)
"April 4, 1995",Fantastic Four: Atlantis Rising Vol 1 1,Thor Odinson (Earth-616)
"April 25, 1995",Fantastic Four Vol 1 401,Thor Odinson (Earth-616)
"April 25, 1995",Thunderstrike Vol 1 21,Thor Odinson (Earth-616)
"April 25, 1995",Mighty Thor Vol 1 487,Thor Odinson (Earth-616)
"May 9, 1995",Fantastic Force Vol 1 9,Thor Odinson (Earth-616)
"May 30, 1995",Fantastic Four Vol 1 402,Thor Odinson (Earth-616)
"May 23, 1995",Mighty Thor Vol 1 488,Thor Odinson (Earth-616)
"May 30, 1995",Fantastic Four: Atlantis Rising Vol 1 2,Thor Odinson (Earth-616)
"July 6, 1995",Mighty Thor Vol 1 489,Thor Odinson (Earth-616)
"August 3, 1995",Thunderstrike Vol 1 23,Thor Odinson (Earth-616)
"July 15, 1995",Avengers: The Crossing Vol 1 1,Thor Odinson (Earth-616)
"August 3, 1995",Mighty Thor Vol 1 490,Thor Odinson (Earth-616)
"September 14, 1995",Siren Vol 1 ∞,Thor Odinson (Earth-616)
"September 14, 1995",Thunderstrike Vol 1 24,Thor Odinson (Earth-616)
"October 5, 1995",Tales of the Marvels: Wonder Years Vol 1 2,Thor Odinson (Earth-616)
"August 17, 1995",Thor Vol 1 491,Thor Odinson (Earth-616)
"August 24, 1995",Avengers/UltraForce Vol 1 1,Thor Odinson (Earth-616)
"September 14, 1995",UltraForce/Avengers Vol 1 1,Thor Odinson (Earth-616)
"October 5, 1995",Thor Vol 1 492,Thor Odinson (Earth-616)
"November 2, 1995",Thor Vol 1 493,Thor Odinson (Earth-616)
"September 7, 1995",Marvel Swimsuit Special Vol 1 4,Thor Odinson (Earth-616)
"December 28, 1995",Rune Vol 2 3,Thor Odinson (Earth-616)
"December 7, 1995",Thor Vol 1 494,Thor Odinson (Earth-616)
"December 21, 1995",Savage Hulk Vol 1 1,Thor Odinson (Earth-616)
"December 5, 1995",Avengers: Timeslide Vol 1 1,Thor Odinson (Earth-616)
"December 21, 1995",Thor Vol 1 495,Thor Odinson (Earth-616)
"December 26, 1995",Age of Innocence: The Rebirth of Iron Man Vol 1 1,Thor Odinson (Earth-616)
"January 4, 1996",Captain America Vol 1 449,Thor Odinson (Earth-616)
"January 16, 1996",Iron Man Vol 1 326,Thor Odinson (Earth-616)
"January 18, 1996",Incredible Hulk Vol 1 439,Thor Odinson (Earth-616)
"January 18, 1996",Marvel Versus DC Vol 1 2,Thor Odinson (Earth-616)
"January 18, 1996",Thor Vol 1 496,Thor Odinson (Earth-616)
"January 25, 1996",Avengers Vol 1 396,Thor Odinson (Earth-616)
"February 15, 1996",Thor Vol 1 497,Thor Odinson (Earth-616)
"February 22, 1996",Incredible Hulk Vol 1 440,Thor Odinson (Earth-616)
"February 22, 1996",Marvel Versus DC Vol 1 3,Thor Odinson (Earth-616)
"March 7, 1996",Avengers Vol 1 397,Thor Odinson (Earth-616)
"March 7, 1996",DC Versus Marvel Vol 1 4,Thor Odinson (Earth-616)
"March 14, 1996",Thor Vol 1 498,Thor Odinson (Earth-616)
"March 27, 1996",Avengers Vol 1 398,Thor Odinson (Earth-616)
"April 10, 1996",Thor Vol 1 499,Thor Odinson (Earth-616)
"April 24, 1996",Avengers Vol 1 399,Thor Odinson (Earth-616)
"May 15, 1996",Thor Vol 1 500,Thor Odinson (Earth-616)
"May 30, 1996",Avengers Vol 1 400,Thor Odinson (Earth-616)
"June 5, 1996",Onslaught: X-Men Vol 1 1,Thor Odinson (Earth-616)
"June 5, 1996",Uncanny X-Men Vol 1 335,Thor Odinson (Earth-616)
"June 12, 1996",Professor Xavier and the X-Men Vol 1 10,Thor Odinson (Earth-616)
"June 26, 1996",Avengers Vol 1 401,Thor Odinson (Earth-616)
"June 12, 1996",Thor Vol 1 501,Thor Odinson (Earth-616)
"June 26, 1996",X-Men Vol 2 55,Thor Odinson (Earth-616)
"July 3, 1996",Uncanny X-Men Vol 1 336,Thor Odinson (Earth-616)
"July 10, 1996",Thor Vol 1 502,Thor Odinson (Earth-616)
"July 17, 1996",Incredible Hulk Vol 1 445,Thor Odinson (Earth-616)
"July 30, 1996",Fantastic Four Vol 1 416,Thor Odinson (Earth-616)
"July 31, 1996",Spider-Man Team-Up Vol 1 4,Thor Odinson (Earth-616)
"August 7, 1996",Avengers Vol 1 402,Thor Odinson (Earth-616)
"August 7, 1996",Thor: The Legend Vol 1 1,Thor Odinson (Earth-616)
"August 21, 1996",Marvel: Heroes & Legends Vol 1 1,Thor Odinson (Earth-616)
"August 7, 1996",Onslaught: Marvel Vol 1 1,Thor Odinson (Earth-616)
"September 4, 1996",Incredible Hulk: Hercules Unleashed Vol 1 1,Thor Odinson (Earth-616)
"October 2, 1996",DC/Marvel: All Access Vol 1 1,Thor Odinson (Earth-616)
"October 2, 1996",Uncanny Origins Vol 1 4,Thor Odinson (Earth-616)
"January 29, 1997",Bug Vol 1 1,Thor Odinson (Earth-616)
"January 29, 1997",Code of Honor Vol 1 2,Thor Odinson (Earth-616)
"February 19, 1997",Code of Honor Vol 1 3,Thor Odinson (Earth-616)
"May 21, 1997",Heroes for Hire Vol 1 1,Thor Odinson (Earth-616)
"May 21, 1997",Untold Tales of Spider-Man '97 Vol 1 1,Thor Odinson (Earth-616)
"May 21, 1997",Uncanny Origins Vol 1 11,Thor Odinson (Earth-616)
"June 11, 1997",Avengers Vol 2 9,Thor Odinson (Earth-616)
"June 12, 1997",Avengers Vol 2 10,Thor Odinson (Earth-616)
"July 2, 1997",Journey Into Mystery Vol 1 511,Thor Odinson (Earth-616)
"July 9, 1997",Avengers Vol 2 11,Thor Odinson (Earth-616)
"July 16, 1997",Iron Man Vol 2 11,Thor Odinson (Earth-616)
"August 20, 1997",Avengers Vol 2 12,Thor Odinson (Earth-616)
"August 20, 1997",Iron Man Vol 2 12,Thor Odinson (Earth-616)
"August 27, 1997",Fantastic Four Vol 2 12,Thor Odinson (Earth-616)
"September 10, 1997",Captain America Vol 2 12,Thor Odinson (Earth-616)
"September 17, 1997",Avengers Vol 2 13,Thor Odinson (Earth-616)
"September 17, 1997",Fantastic Four Vol 2 13,Thor Odinson (Earth-616)
"September 17, 1997",Iron Man Vol 2 13,Thor Odinson (Earth-616)
"September 24, 1997",Marvel: Heroes & Legends Vol 2 1,Thor Odinson (Earth-616)
"September 24, 1997",Quicksilver Vol 1 1,Thor Odinson (Earth-616)
"October 1, 1997",Captain America Vol 2 13,Thor Odinson (Earth-616)
"October 8, 1997",Heroes Reborn: The Return Vol 1 1,Thor Odinson (Earth-616)
"October 15, 1997",Heroes Reborn: The Return Vol 1 2,Thor Odinson (Earth-616)
"October 29, 1997",Heroes Reborn: The Return Vol 1 4,Thor Odinson (Earth-616)
"October 22, 1997",Heroes Reborn: The Return Vol 1 3,Thor Odinson (Earth-616)
"November 19, 1997",Man-Thing Vol 3 2,Thor Odinson (Earth-616)
"November 19, 1997",Unlimited Access Vol 1 2,Thor Odinson (Earth-616)
"December 17, 1997",Avengers Vol 3 1,Thor Odinson (Earth-616)
"December 17, 1997",Conspiracy Vol 1 1,Thor Odinson (Earth-616)
"December 17, 1997",Thunderbolts Vol 1 11,Thor Odinson (Earth-616)
"December 17, 1997",Unlimited Access Vol 1 3,Thor Odinson (Earth-616)
"January 14, 1998",Thunderbolts Vol 1 12,Thor Odinson (Earth-616)
"January 21, 1998",Captain America Vol 3 3,Thor Odinson (Earth-616)
"January 21, 1998",Unlimited Access Vol 1 4,Thor Odinson (Earth-616)
"January 28, 1998",Avengers Vol 3 2,Thor Odinson (Earth-616)
"February 25, 1998",Avengers Vol 3 3,Thor Odinson (Earth-616)
"March 18, 1998",Captain America Vol 3 5,Thor Odinson (Earth-616)
"March 25, 1998",Avengers Vol 3 4,Thor Odinson (Earth-616)
"April 15, 1998",Captain America Vol 3 6,Thor Odinson (Earth-616)
"May 6, 1998",Thor Vol 2 1,Thor Odinson (Earth-616)
"April 29, 1998",Avengers Vol 3 5,Thor Odinson (Earth-616)
"May 20, 1998",Captain America Vol 3 7,Thor Odinson (Earth-616)
"May 27, 1998",Avengers Vol 3 6,Thor Odinson (Earth-616)
"May 27, 1998",Quicksilver Vol 1 9,Thor Odinson (Earth-616)
"July 22, 1998",Avengers / Squadron Supreme '98 Vol 1 1,Thor Odinson (Earth-616)
"June 3, 1998",Thor Vol 2 2,Thor Odinson (Earth-616)
"June 17, 1998",Incredible Hulk Vol 1 467,Thor Odinson (Earth-616)
"June 17, 1998",Silver Surfer / Thor '98 Vol 1 1,Thor Odinson (Earth-616)
"July 1, 1998",Thor Vol 2 3,Thor Odinson (Earth-616)
"June 24, 1998",Avengers Vol 3 7,Thor Odinson (Earth-616)
"July 15, 1998",Heroes for Hire Vol 1 15,Thor Odinson (Earth-616)
"July 29, 1998",Avengers Vol 3 8,Thor Odinson (Earth-616)
"August 5, 1998",Thor Vol 2 4,Thor Odinson (Earth-616)
"September 2, 1998",Thor Vol 2 5,Thor Odinson (Earth-616)
"September 23, 1998",Warlock Vol 4 1,Thor Odinson (Earth-616)
"September 30, 1998",Avengers Vol 3 10,Thor Odinson (Earth-616)
"September 30, 1998",Quicksilver Vol 1 13,Thor Odinson (Earth-616)
"September 30, 1998",Silver Surfer Vol 3 146,Thor Odinson (Earth-616)
"October 14, 1998",Thor Vol 2 6,Thor Odinson (Earth-616)
"October 28, 1998",X-Man Vol 1 46,Thor Odinson (Earth-616)
"November 4, 1998",Avengers Vol 3 11,Thor Odinson (Earth-616)
"November 4, 1998",Thor Vol 2 7,Thor Odinson (Earth-616)
"November 26, 1998",Thunderbolts Vol 1 0,Thor Odinson (Earth-616)
"November 11, 1998",Amazing Spider-Man Vol 2 1,Thor Odinson (Earth-616)
"November 11, 1998",Iron Man & Captain America Annual Vol 1 1998,Thor Odinson (Earth-616)
"November 25, 1998",Fantastic Four: Fireworks Vol 1 1,Thor Odinson (Earth-616)
"December 9, 1998",Thor Vol 2 8,Thor Odinson (Earth-616)
"December 16, 1998",Peter Parker: Spider-Man Vol 1 2,Thor Odinson (Earth-616)
"January 13, 1999",Avengers Vol 3 13,Thor Odinson (Earth-616)
"January 6, 1999",Thor Vol 2 9,Thor Odinson (Earth-616)
"January 20, 1999",Captain America Vol 3 15,Thor Odinson (Earth-616)
"January 20, 1999",Thor Annual Vol 2 1999,Thor Odinson (Earth-616)
"February 10, 1999",Avengers Vol 3 14,Thor Odinson (Earth-616)
"February 3, 1999",Thor Vol 2 10,Thor Odinson (Earth-616)
"February 17, 1999",Captain America Vol 3 16,Thor Odinson (Earth-616)
"March 10, 1999",Thunderbolts Vol 1 25,Thor Odinson (Earth-616)
"March 17, 1999",Avengers Vol 3 15,Thor Odinson (Earth-616)
"March 3, 1999",Cable Vol 1 67,Thor Odinson (Earth-616)
"March 3, 1999",Thor Vol 2 11,Thor Odinson (Earth-616)
"March 31, 1999",Avengers Vol 3 16,Thor Odinson (Earth-616)
"May 19, 1999",Black Panther Vol 3 7,Thor Odinson (Earth-616)
"April 7, 1999",Cable Vol 1 68,Thor Odinson (Earth-616)
"April 7, 1999",Thor Vol 2 12,Thor Odinson (Earth-616)
"April 28, 1999",Avengers Vol 3 17,Thor Odinson (Earth-616)
"May 12, 1999",Avengers: Forever Vol 1 7,Thor Odinson (Earth-616)
"July 21, 1999",Black Panther Vol 3 8,Thor Odinson (Earth-616)
"May 12, 1999",Avengers 1999 Vol 1 1,Thor Odinson (Earth-616)
"May 12, 1999",Black Panther Vol 3 9,Thor Odinson (Earth-616)
"May 12, 1999",Thor Vol 2 13,Thor Odinson (Earth-616)
"May 26, 1999",Avengers Vol 3 18,Thor Odinson (Earth-616)
"June 16, 1999",Avengers: Forever Vol 1 8,Thor Odinson (Earth-616)
"May 26, 1999",Avengers Vol 3 0,Thor Odinson (Earth-616)
"June 2, 1999",Thor Vol 2 14,Thor Odinson (Earth-616)
"June 30, 1999",Avengers Vol 3 19,Thor Odinson (Earth-616)
"August 4, 1999",Avengers: Forever Vol 1 9,Thor Odinson (Earth-616)
"July 7, 1999",Contest of Champions II Vol 1 1,Thor Odinson (Earth-616)
"July 7, 1999",Thor Vol 2 15,Thor Odinson (Earth-616)
"July 21, 1999",Galactus the Devourer Vol 1 1,Thor Odinson (Earth-616)
"July 28, 1999",Avengers Vol 3 20,Thor Odinson (Earth-616)
"August 4, 1999",Contest of Champions II Vol 1 3,Thor Odinson (Earth-616)
